Source	Size
jspm_packages/npm/lodash._stringtopath@4.8.0/index.js	3761
jspm_packages/npm/lodash._stringtopath@4.8.0.js	190
jspm_packages/npm/lodash.result@4.4.0/index.js	1037
jspm_packages/npm/lodash.result@4.4.0.js	169
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/src/crossfilter.js	10553
jspm_packages/npm/crossfilter2@1.4.0-alpha.6/index.js	170
jspm_packages/npm/crossfilter2@1.4.0-alpha.6.js	196
jspm_packages/npm/reductio@0.6.2/src/cap.js	837
jspm_packages/npm/reductio@0.6.2/src/sortBy.js	508
jspm_packages/npm/reductio@0.6.2/src/postprocessors.js	319
jspm_packages/npm/reductio@0.6.2/src/reductio.js	1197
jspm_packages/npm/reductio@0.6.2.js	174
jspm_packages/npm/universe@0.7.0/src/reductioAggregators.js	688
jspm_packages/npm/universe@0.7.0/src/reductiofy.js	867
jspm_packages/npm/universe@0.7.0/src/expressions.js	930
jspm_packages/npm/universe@0.7.0/src/filters.js	3882
jspm_packages/npm/universe@0.7.0/src/aggregation.js	2019
jspm_packages/npm/universe@0.7.0/src/postAggregation.js	1682
jspm_packages/npm/universe@0.7.0/src/query.js	2861
jspm_packages/npm/universe@0.7.0/src/lodash.js	3013
jspm_packages/npm/universe@0.7.0/src/clear.js	749
jspm_packages/npm/q@1.4.1/q.js	15795
jspm_packages/npm/q@1.4.1.js	131
jspm_packages/npm/universe@0.7.0/src/destroy.js	311
jspm_packages/npm/universe@0.7.0/src/universe.js	931
jspm_packages/npm/universe@0.7.0.js	174
jspm_packages/npm/lodash@3.10.1/index.js	51058
jspm_packages/npm/lodash@3.10.1.js	237
common/services/grid/grid.utils.js	3423
components/examples/universe/bar-chart.js	3809
components/examples/universe/universe.js	4363
components/examples/routes.js	1326
components/error/error.html	220
components/extra/index.html	864
components/extra/index.js	282
jspm_packages/npm/d3@3.5.17/d3.js	151895
jspm_packages/npm/d3@3.5.17.js	221
components/extra/trains/trains-chart.js	2898
components/extra/trains/trains.js	565
jspm_packages/github/d3/d3-plugins@master/hexbin/hexbin.js	1654
components/extra/routes.js	844
components/index/index.js	460
components/about/about.md	2492
components/routes.js	559
jspm_packages/npm/URIjs@1.16.1/src/punycode.js	2678
jspm_packages/npm/URIjs@1.16.1/src/IPv6.js	1047
jspm_packages/npm/URIjs@1.16.1/src/SecondLevelDomains.js	8298
jspm_packages/npm/URIjs@1.16.1/src/URI.js	27944
jspm_packages/npm/URIjs@1.16.1.js	249
common/services/datapackage/datapackage.js	833
common/services/datapackage/dataservice.js	1265
common/services/datapackage/resolver.js	745
common/services/datapackage/index.js	319
jspm_packages/npm/core-js@1.2.6/library/modules/es6.object.keys.js	252
jspm_packages/npm/core-js@1.2.6/library/fn/object/keys.js	247
jspm_packages/npm/babel-runtime@5.8.38/core-js/object/keys.js	218
jspm_packages/github/codemirror/codemirror@5.14.2/lib/codemirror.js	156013
common/directives/svg-download-dropdown.js	702
common/directives/file-drop.js	1298
jspm_packages/github/eligrey/FileSaver.js@master/FileSaver.js	2289
jspm_packages/github/eligrey/Blob.js@master/Blob.js	3036
common/directives/fileDownload.js	435
jspm_packages/npm/mime-lookup@0.0.2/mime-lookup.js	1235
jspm_packages/npm/mime-lookup@0.0.2.js	275
common/services/datapackage/mime.js	590
jspm_packages/npm/yaml@0.3.0/lib/yaml.js	4250
jspm_packages/npm/yaml@0.3.0.js	154
jspm_packages/npm/crlf-helper@0.1.0/lib/crlfHelper.js	435
jspm_packages/npm/crlf-helper@0.1.0/index.js	147
jspm_packages/npm/crlf-helper@0.1.0.js	169
jspm_packages/npm/core-js@1.2.6/library/modules/$.to-object.js	194
jspm_packages/npm/core-js@1.2.6/library/modules/$.object-assign.js	652
jspm_packages/npm/core-js@1.2.6/library/modules/es6.object.assign.js	227
jspm_packages/npm/core-js@1.2.6/library/fn/object/assign.js	255
jspm_packages/npm/babel-runtime@5.8.38/core-js/object/assign.js	224
jspm_packages/npm/core-js@1.2.6/library/modules/$.cof.js	179
jspm_packages/npm/core-js@1.2.6/library/modules/$.iobject.js	250
jspm_packages/npm/core-js@1.2.6/library/modules/$.defined.js	202
jspm_packages/npm/core-js@1.2.6/library/modules/$.to-iobject.js	223
jspm_packages/npm/core-js@1.2.6/library/modules/$.js	388
jspm_packages/npm/core-js@1.2.6/library/modules/$.get-names.js	426
jspm_packages/npm/core-js@1.2.6/library/modules/es6.object.get-own-property-names.js	254
jspm_packages/npm/core-js@1.2.6/library/fn/object/get-own-property-names.js	319
jspm_packages/npm/babel-runtime@5.8.38/core-js/object/get-own-property-names.js	272
jspm_packages/npm/core-js@1.2.6/library/modules/$.is-object.js	193
jspm_packages/npm/core-js@1.2.6/library/modules/$.global.js	290
jspm_packages/npm/core-js@1.2.6/library/modules/$.a-function.js	213
jspm_packages/npm/core-js@1.2.6/library/modules/$.ctx.js	413
jspm_packages/npm/core-js@1.2.6/library/modules/$.export.js	684
jspm_packages/npm/core-js@1.2.6/library/modules/$.fails.js	169
jspm_packages/npm/core-js@1.2.6/library/modules/$.object-sap.js	323
jspm_packages/npm/core-js@1.2.6/library/modules/es6.object.freeze.js	263
jspm_packages/npm/core-js@1.2.6/library/modules/$.core.js	173
jspm_packages/npm/core-js@1.2.6/library/fn/object/freeze.js	255
jspm_packages/npm/babel-runtime@5.8.38/core-js/object/freeze.js	224
jspm_packages/github/jspm/nodelibs-fs@0.1.2/index.js	397
jspm_packages/github/jspm/nodelibs-fs@0.1.2.js	187
jspm_packages/npm/process@0.11.5/browser.js	1190
jspm_packages/npm/process@0.11.5.js	164
jspm_packages/github/jspm/nodelibs-process@0.1.2/index.js	170
jspm_packages/github/jspm/nodelibs-process@0.1.2.js	202
jspm_packages/npm/babyparse@0.4.6/babyparse.js	8246
jspm_packages/npm/babyparse@0.4.6.js	424
common/services/datapackage/matrix-parse.js	801
common/services/datapackage/processors.js	1061
components/editor/editor.html	5468
components/editor/editor.js	2288
jspm_packages/npm/angular-loading-bar@0.9.0/build/loading-bar.js	3465
jspm_packages/npm/angular-loading-bar@0.9.0/index.js	183
jspm_packages/npm/angular-loading-bar@0.9.0.js	511
common/services/loading-bar/loading-bar.html	511
common/services/loading-bar/loading-bar.js	621
common/services/dynamic-title/dynamic-title.js	698
jspm_packages/npm/angular-growl-v2@0.7.5/build/angular-growl.js	7211
common/services/growl/growl.js	515
common/directives/resize.js	566
jspm_packages/npm/angular@1.5.7/angular.js	168053
jspm_packages/npm/angular@1.5.7.js	244
common/directives/active-path.js	694
common/common.js	339
common/partials/footer.html	494
common/partials/header.html	1166
components/app.component.js	998
components/app.js	723
components/boot.js	2500
